x,y,V,t
15004,7575.46,304.543,42.02
15007,7574.93,304.555,42.03
15010,7574.4,304.566,42.04
15013,7573.87,304.577,42.05
15016,7573.33,304.589,42.06
15019,7572.79,304.6,42.07
15022,7572.26,304.612,42.08
15025,7571.72,304.624,42.09
15028,7571.18,304.635,42.1
15031,7570.64,304.647,42.11
15034,7570.1,304.658,42.12
15037,7569.56,304.67,42.13
15040,7569.02,304.682,42.14
15043,7568.47,304.693,42.15
15046,7567.93,304.705,42.16
15049,7567.38,304.717,42.17
15052,7566.84,304.729,42.18
15055,7566.29,304.741,42.19
15058,7565.74,304.753,42.2
15061,7565.19,304.764,42.21
15064,7564.64,304.776,42.22
15067,7564.09,304.788,42.23
15069.9,7563.54,304.8,42.24
15072.9,7562.99,304.812,42.25
15075.9,7562.43,304.824,42.26
15078.9,7561.88,304.836,42.27
15081.9,7561.32,304.849,42.28
15084.9,7560.76,304.861,42.29
15087.9,7560.2,304.873,42.3
15090.9,7559.65,304.885,42.31
15093.9,7559.09,304.897,42.32
15096.9,7558.52,304.91,42.33
15099.9,7557.96,304.922,42.34
15102.9,7557.4,304.934,42.35
15105.9,7556.84,304.946,42.36
15108.9,7556.27,304.959,42.37
15111.9,7555.7,304.971,42.38
15114.9,7555.14,304.984,42.39
15117.9,7554.57,304.996,42.4
15120.9,7554,305.009,42.41
15123.9,7553.43,305.021,42.42
15126.9,7552.86,305.034,42.43
15129.9,7552.29,305.046,42.44
15132.9,7551.72,305.059,42.45
15135.9,7551.14,305.071,42.46
15138.9,7550.57,305.084,42.47
15141.9,7549.99,305.097,42.48
15144.9,7549.42,305.109,42.49
15147.9,7548.84,305.122,42.5
15150.9,7548.26,305.134,42.51
15153.9,7547.68,305.147,42.52
15156.9,7547.1,305.16,42.53
15159.9,7546.52,305.173,42.54
15162.9,7545.94,305.185,42.55
15165.9,7545.35,305.198,42.56
15168.8,7544.77,305.211,42.57
15171.8,7544.18,305.224,42.58
15174.8,7543.6,305.237,42.59
15177.8,7543.01,305.25,42.6
15180.8,7542.42,305.263,42.61
15183.8,7541.83,305.276,42.62
15186.8,7541.24,305.289,42.63
15189.8,7540.65,305.302,42.64
15192.8,7540.06,305.315,42.65
15195.8,7539.47,305.328,42.66
15198.8,7538.87,305.341,42.67
15201.8,7538.28,305.354,42.68
15204.8,7537.68,305.367,42.69
15207.8,7537.08,305.38,42.7
15210.8,7536.49,305.394,42.71
15213.8,7535.89,305.407,42.72
15216.8,7535.29,305.42,42.73
15219.8,7534.69,305.433,42.74
15222.8,7534.09,305.447,42.75
15225.8,7533.48,305.46,42.76
15228.8,7532.88,305.473,42.77
15231.8,7532.27,305.487,42.78
15234.7,7531.67,305.5,42.79
15237.7,7531.06,305.514,42.8
15240.7,7530.45,305.527,42.81
15243.7,7529.85,305.541,42.82
15246.7,7529.24,305.554,42.83
15249.7,7528.63,305.568,42.84
15252.7,7528.01,305.582,42.85
15255.7,7527.4,305.595,42.86
15258.7,7526.79,305.609,42.87
15261.7,7526.17,305.623,42.88
15264.7,7525.56,305.636,42.89
15267.7,7524.94,305.65,42.9
15270.7,7524.32,305.664,42.91
15273.7,7523.71,305.678,42.92
15276.7,7523.09,305.692,42.93
15279.7,7522.47,305.705,42.94
15282.7,7521.85,305.719,42.95
15285.6,7521.22,305.733,42.96
15288.6,7520.6,305.747,42.97
15291.6,7519.98,305.761,42.98
15294.6,7519.35,305.775,42.99
15297.6,7518.73,305.789,43
15300.6,7518.1,305.803,43.01
15303.6,7517.47,305.817,43.02
15306.6,7516.84,305.831,43.03
15309.6,7516.21,305.846,43.04
15312.6,7515.58,305.86,43.05
15315.6,7514.95,305.874,43.06
15318.6,7514.32,305.888,43.07
15321.6,7513.68,305.902,43.08
15324.6,7513.05,305.917,43.09
15327.6,7512.41,305.931,43.1
15330.5,7511.78,305.945,43.11
15333.5,7511.14,305.96,43.12
15336.5,7510.5,305.974,43.13
15339.5,7509.86,305.989,43.14
15342.5,7509.22,306.003,43.15
15345.5,7508.58,306.017,43.16
15348.5,7507.93,306.032,43.17
15351.5,7507.29,306.046,43.18
15354.5,7506.65,306.061,43.19
15357.5,7506,306.076,43.2
15360.5,7505.35,306.09,43.21
15363.5,7504.71,306.105,43.22
15366.5,7504.06,306.12,43.23
15369.5,7503.41,306.134,43.24
15372.4,7502.76,306.149,43.25
15375.4,7502.11,306.164,43.26
15378.4,7501.46,306.178,43.27
15381.4,7500.8,306.193,43.28
15384.4,7500.15,306.208,43.29
15387.4,7499.49,306.223,43.3
15390.4,7498.84,306.238,43.31
15393.4,7498.18,306.253,43.32
15396.4,7497.52,306.267,43.33
15399.4,7496.86,306.282,43.34
15402.4,7496.2,306.297,43.35
15405.4,7495.54,306.312,43.36
15408.3,7494.88,306.327,43.37
15411.3,7494.22,306.342,43.38
15414.3,7493.55,306.357,43.39
15417.3,7492.89,306.372,43.4
15420.3,7492.22,306.387,43.41
15423.3,7491.56,306.402,43.42
15426.3,7490.89,306.417,43.43
15429.3,7490.22,306.433,43.44
15432.3,7489.55,306.448,43.45
15435.3,7488.88,306.463,43.46
15438.3,7488.21,306.478,43.47
15441.2,7487.54,306.493,43.48
15444.2,7486.86,306.509,43.49
15447.2,7486.19,306.524,43.5
15450.2,7485.51,306.539,43.51
15453.2,7484.84,306.555,43.52
15456.2,7484.16,306.57,43.53
15459.2,7483.48,306.586,43.54
15462.2,7482.8,306.601,43.55
15465.2,7482.12,306.616,43.56
15468.2,7481.44,306.632,43.57
15471.1,7480.76,306.647,43.58
15474.1,7480.07,306.663,43.59
15477.1,7479.39,306.679,43.6
15480.1,7478.71,306.694,43.61
15483.1,7478.02,306.71,43.62
15486.1,7477.33,306.726,43.63
15489.1,7476.64,306.741,43.64
15492.1,7475.95,306.757,43.65
15495.1,7475.26,306.773,43.66
15498.1,7474.57,306.788,43.67
15501,7473.88,306.804,43.68
15504,7473.19,306.82,43.69
15507,7472.5,306.836,43.7
15510,7471.8,306.852,43.71
15513,7471.1,306.868,43.72
15516,7470.41,306.884,43.73
15519,7469.71,306.9,43.74
15522,7469.01,306.916,43.75
15525,7468.31,306.932,43.76
15527.9,7467.61,306.948,43.77
15530.9,7466.91,306.964,43.78
15533.9,7466.21,306.98,43.79
15536.9,7465.5,306.996,43.8
15539.9,7464.8,307.012,43.81
15542.9,7464.09,307.028,43.82
15545.9,7463.39,307.045,43.83
15548.9,7462.68,307.061,43.84
15551.9,7461.97,307.077,43.85
15554.8,7461.26,307.093,43.86
15557.8,7460.55,307.11,43.87
15560.8,7459.84,307.126,43.88
15563.8,7459.13,307.142,43.89
15566.8,7458.42,307.159,43.9
15569.8,7457.7,307.175,43.91
15572.8,7456.99,307.192,43.92
15575.8,7456.27,307.208,43.93
15578.8,7455.55,307.225,43.94
15581.7,7454.84,307.241,43.95
15584.7,7454.12,307.258,43.96
15587.7,7453.4,307.274,43.97
15590.7,7452.68,307.291,43.98
15593.7,7451.95,307.308,43.99
15596.7,7451.23,307.324,44
15599.7,7450.51,307.341,44.01
15602.7,7449.78,307.358,44.02
15605.6,7449.06,307.374,44.03
15608.6,7448.33,307.391,44.04
15611.6,7447.6,307.408,44.05
15614.6,7446.87,307.424,44.06
15617.6,7446.14,307.441,44.07
15620.6,7445.41,307.458,44.08
15623.6,7444.68,307.475,44.09
15626.6,7443.95,307.492,44.1
15629.5,7443.22,307.508,44.11
15632.5,7442.48,307.525,44.12
15635.5,7441.75,307.542,44.13
15638.5,7441.01,307.559,44.14
15641.5,7440.27,307.576,44.15
15644.5,7439.53,307.593,44.16
15647.5,7438.79,307.61,44.17
15650.4,7438.05,307.627,44.18
15653.4,7437.31,307.644,44.19
15656.4,7436.57,307.661,44.2
15659.4,7435.83,307.679,44.21
15662.4,7435.08,307.696,44.22
15665.4,7434.34,307.713,44.23
15668.4,7433.59,307.73,44.24
15671.3,7432.84,307.747,44.25
15674.3,7432.1,307.765,44.26
15677.3,7431.35,307.782,44.27
15680.3,7430.6,307.799,44.28
15683.3,7429.85,307.817,44.29
15686.3,7429.1,307.834,44.3
15689.3,7428.34,307.851,44.31
15692.2,7427.59,307.869,44.32
15695.2,7426.83,307.886,44.33
15698.2,7426.08,307.904,44.34
15701.2,7425.32,307.921,44.35
15704.2,7424.56,307.939,44.36
15707.2,7423.81,307.956,44.37
15710.2,7423.05,307.974,44.38
15713.1,7422.29,307.991,44.39
15716.1,7421.52,308.009,44.4
15719.1,7420.76,308.027,44.41
15722.1,7420,308.044,44.42
15725.1,7419.23,308.062,44.43
15728.1,7418.47,308.08,44.44
15731.1,7417.7,308.098,44.45
15734,7416.93,308.115,44.46
15737,7416.17,308.133,44.47
15740,7415.4,308.151,44.48
15743,7414.63,308.169,44.49
15746,7413.86,308.187,44.5
15749,7413.08,308.205,44.51
15751.9,7412.31,308.223,44.52
15754.9,7411.54,308.241,44.53
15757.9,7410.76,308.259,44.54
15760.9,7409.99,308.277,44.55
15763.9,7409.21,308.295,44.56
15766.9,7408.43,308.313,44.57
15769.9,7407.65,308.331,44.58
15772.8,7406.87,308.349,44.59
15775.8,7406.09,308.367,44.6
15778.8,7405.31,308.385,44.61
15781.8,7404.53,308.404,44.62
15784.8,7403.74,308.422,44.63
15787.8,7402.96,308.44,44.64
15790.7,7402.17,308.458,44.65
15793.7,7401.39,308.477,44.66
15796.7,7400.6,308.495,44.67
15799.7,7399.81,308.513,44.68
15802.7,7399.02,308.532,44.69
15805.7,7398.23,308.55,44.7
15808.6,7397.44,308.568,44.71
15811.6,7396.65,308.587,44.72
15814.6,7395.85,308.605,44.73
15817.6,7395.06,308.624,44.74
15820.6,7394.26,308.642,44.75
15823.6,7393.47,308.661,44.76
15826.5,7392.67,308.679,44.77
15829.5,7391.87,308.698,44.78
15832.5,7391.07,308.716,44.79
15835.5,7390.27,308.735,44.8
15838.5,7389.47,308.753,44.81
15841.4,7388.67,308.772,44.82
15844.4,7387.87,308.791,44.83
15847.4,7387.06,308.809,44.84
15850.4,7386.26,308.828,44.85
15853.4,7385.45,308.847,44.86
15856.4,7384.64,308.866,44.87
15859.3,7383.84,308.884,44.88
15862.3,7383.03,308.903,44.89
15865.3,7382.22,308.922,44.9
15868.3,7381.41,308.941,44.91
15871.3,7380.6,308.96,44.92
15874.2,7379.78,308.979,44.93
15877.2,7378.97,308.998,44.94
15880.2,7378.15,309.017,44.95
15883.2,7377.34,309.036,44.96
15886.2,7376.52,309.055,44.97
15889.2,7375.7,309.074,44.98
15892.1,7374.89,309.093,44.99
15895.1,7374.07,309.112,45
15898.1,7373.25,309.131,45.01
15901.1,7372.43,309.15,45.02
15904.1,7371.6,309.169,45.03
15907,7370.78,309.189,45.04
15910,7369.96,309.208,45.05
15913,7369.13,309.227,45.06
15916,7368.3,309.246,45.07
15919,7367.48,309.266,45.08
15921.9,7366.65,309.285,45.09
15924.9,7365.82,309.304,45.1
15927.9,7364.99,309.324,45.11
15930.9,7364.16,309.343,45.12
15933.9,7363.33,309.363,45.13
15936.9,7362.49,309.382,45.14
15939.8,7361.66,309.401,45.15
15942.8,7360.83,309.421,45.16
15945.8,7359.99,309.441,45.17
15948.8,7359.15,309.46,45.18
15951.8,7358.32,309.48,45.19
15954.7,7357.48,309.499,45.2
15957.7,7356.64,309.519,45.21
15960.7,7355.8,309.539,45.22
15963.7,7354.96,309.558,45.23
15966.7,7354.11,309.578,45.24
15969.6,7353.27,309.598,45.25
15972.6,7352.42,309.618,45.26
15975.6,7351.58,309.637,45.27
15978.6,7350.73,309.657,45.28
15981.5,7349.89,309.677,45.29
15984.5,7349.04,309.697,45.3
15987.5,7348.19,309.717,45.31
15990.5,7347.34,309.736,45.32
15993.5,7346.49,309.756,45.33
15996.4,7345.63,309.776,45.34
15999.4,7344.78,309.796,45.35
16002.4,7343.93,309.816,45.36
16005.4,7343.07,309.836,45.37
16008.4,7342.22,309.856,45.38
16011.3,7341.36,309.876,45.39
16014.3,7340.5,309.896,45.4
16017.3,7339.64,309.916,45.41
16020.3,7338.78,309.936,45.42
16023.3,7337.92,309.956,45.43
16026.2,7337.06,309.976,45.44
16029.2,7336.2,309.996,45.45
16032.2,7335.33,310.017,45.46
16035.2,7334.47,310.037,45.47
16038.1,7333.6,310.057,45.48
16041.1,7332.74,310.077,45.49
16044.1,7331.87,310.098,45.5
16047.1,7331,310.118,45.51
16050.1,7330.13,310.138,45.52
16053,7329.26,310.159,45.53
16056,7328.39,310.179,45.54
16059,7327.52,310.199,45.55
16062,7326.64,310.22,45.56
16064.9,7325.77,310.24,45.57
16067.9,7324.89,310.261,45.58
16070.9,7324.02,310.281,45.59
16073.9,7323.14,310.302,45.6
16076.9,7322.26,310.322,45.61
16079.8,7321.38,310.343,45.62
16082.8,7320.5,310.363,45.63
16085.8,7319.62,310.384,45.64
16088.8,7318.74,310.405,45.65
16091.7,7317.86,310.425,45.66
16094.7,7316.97,310.446,45.67
16097.7,7316.09,310.467,45.68
16100.7,7315.2,310.488,45.69
16103.6,7314.32,310.508,45.7
16106.6,7313.43,310.529,45.71
16109.6,7312.54,310.55,45.72
16112.6,7311.65,310.571,45.73
16115.5,7310.76,310.592,45.74
16118.5,7309.87,310.613,45.75
16121.5,7308.98,310.634,45.76
16124.5,7308.08,310.655,45.77
16127.5,7307.19,310.676,45.78
16130.4,7306.29,310.697,45.79
16133.4,7305.4,310.718,45.8
16136.4,7304.5,310.739,45.81
16139.4,7303.6,310.76,45.82
16142.3,7302.7,310.781,45.83
16145.3,7301.8,310.802,45.84
16148.3,7300.9,310.823,45.85
16151.3,7300,310.844,45.86
16154.2,7299.09,310.865,45.87
16157.2,7298.19,310.887,45.88
16160.2,7297.28,310.908,45.89
16163.2,7296.38,310.929,45.9
16166.1,7295.47,310.95,45.91
16169.1,7294.56,310.971,45.92
16172.1,7293.66,310.993,45.93
16175.1,7292.75,311.014,45.94
16178,7291.83,311.035,45.95
16181,7290.92,311.057,45.96
16184,7290.01,311.078,45.97
16187,7289.1,311.099,45.98
16189.9,7288.18,311.121,45.99
16192.9,7287.27,311.142,46
16195.9,7286.35,311.163,46.01
16198.9,7285.43,311.185,46.02
16201.8,7284.51,311.206,46.03
16204.8,7283.59,311.228,46.04
16207.8,7282.67,311.249,46.05
16210.8,7281.75,311.271,46.06
16213.7,7280.83,311.293,46.07
16216.7,7279.91,311.314,46.08
16219.7,7278.98,311.336,46.09
16222.6,7278.06,311.357,46.1
16225.6,7277.13,311.379,46.11
16228.6,7276.2,311.401,46.12
16231.6,7275.28,311.422,46.13
16234.5,7274.35,311.444,46.14
16237.5,7273.42,311.466,46.15
16240.5,7272.49,311.488,46.16
16243.5,7271.55,311.509,46.17
16246.4,7270.62,311.531,46.18
16249.4,7269.69,311.553,46.19
16252.4,7268.75,311.575,46.2
16255.4,7267.82,311.597,46.21
16258.3,7266.88,311.619,46.22
16261.3,7265.94,311.641,46.23
16264.3,7265,311.662,46.24
16267.2,7264.06,311.684,46.25
16270.2,7263.12,311.706,46.26
16273.2,7262.18,311.728,46.27
16276.2,7261.24,311.75,46.28
16279.1,7260.3,311.772,46.29
16282.1,7259.35,311.794,46.3
16285.1,7258.41,311.817,46.31
16288.1,7257.46,311.839,46.32
16291,7256.51,311.861,46.33
16294,7255.56,311.883,46.34
16297,7254.62,311.905,46.35
16299.9,7253.67,311.927,46.36
16302.9,7252.71,311.949,46.37
16305.9,7251.76,311.972,46.38
16308.9,7250.81,311.994,46.39
16311.8,7249.85,312.016,46.4
16314.8,7248.9,312.038,46.41
16317.8,7247.94,312.061,46.42
16320.7,7246.99,312.083,46.43
16323.7,7246.03,312.105,46.44
16326.7,7245.07,312.127,46.45
16329.7,7244.11,312.15,46.46
16332.6,7243.15,312.172,46.47
16335.6,7242.19,312.194,46.48
16338.6,7241.23,312.217,46.49
16341.5,7240.26,312.239,46.5
16344.5,7239.3,312.262,46.51
16347.5,7238.33,312.284,46.52
16350.5,7237.37,312.307,46.53
16353.4,7236.4,312.329,46.54
16356.4,7235.43,312.351,46.55
16359.4,7234.46,312.374,46.56
16362.3,7233.49,312.397,46.57
16365.3,7232.52,312.419,46.58
16368.3,7231.55,312.442,46.59
16371.2,7230.57,312.464,46.6
16374.2,7229.6,312.487,46.61
16377.2,7228.62,312.51,46.62
16380.2,7227.65,312.532,46.63
16383.1,7226.67,312.555,46.64
16386.1,7225.69,312.578,46.65
16389.1,7224.72,312.6,46.66
16392,7223.74,312.623,46.67
16395,7222.75,312.646,46.68
16398,7221.77,312.669,46.69
16400.9,7220.79,312.692,46.7
16403.9,7219.81,312.714,46.71
16406.9,7218.82,312.737,46.72
16409.9,7217.84,312.76,46.73
16412.8,7216.85,312.783,46.74
16415.8,7215.86,312.806,46.75
16418.8,7214.87,312.829,46.76
16421.7,7213.88,312.852,46.77
16424.7,7212.89,312.875,46.78
16427.7,7211.9,312.898,46.79
16430.6,7210.91,312.921,46.8
16433.6,7209.92,312.944,46.81
16436.6,7208.92,312.967,46.82
16439.5,7207.93,312.99,46.83
16442.5,7206.93,313.013,46.84
16445.5,7205.93,313.036,46.85
16448.4,7204.94,313.059,46.86
16451.4,7203.94,313.082,46.87
16454.4,7202.94,313.106,46.88
16457.4,7201.94,313.129,46.89
16460.3,7200.93,313.152,46.9
16463.3,7199.93,313.175,46.91
16466.3,7198.93,313.198,46.92
16469.2,7197.92,313.222,46.93
16472.2,7196.92,313.245,46.94
16475.2,7195.91,313.268,46.95
16478.1,7194.9,313.291,46.96
16481.1,7193.9,313.315,46.97
16484.1,7192.89,313.338,46.98
16487,7191.88,313.361,46.99
16490,7190.86,313.385,47
16493,7189.85,313.408,47.01
16495.9,7188.84,313.431,47.02
16498.9,7187.82,313.455,47.03
16501.9,7186.81,313.478,47.04
16504.8,7185.79,313.502,47.05
16507.8,7184.78,313.525,47.06
16510.8,7183.76,313.549,47.07
16513.7,7182.74,313.572,47.08
16516.7,7181.72,313.596,47.09
16519.7,7180.7,313.619,47.1
16522.6,7179.68,313.643,47.11
16525.6,7178.65,313.666,47.12
16528.6,7177.63,313.69,47.13
16531.5,7176.6,313.714,47.14
16534.5,7175.58,313.737,47.15
16537.5,7174.55,313.761,47.16
16540.4,7173.52,313.785,47.17
16543.4,7172.5,313.808,47.18
16546.4,7171.47,313.832,47.19
16549.3,7170.44,313.856,47.2
16552.3,7169.4,313.879,47.21
16555.3,7168.37,313.903,47.22
16558.2,7167.34,313.927,47.23
16561.2,7166.3,313.951,47.24
16564.2,7165.27,313.975,47.25
16567.1,7164.23,313.999,47.26
16570.1,7163.19,314.022,47.27
16573,7162.16,314.046,47.28
16576,7161.12,314.07,47.29
16579,7160.08,314.094,47.3
16581.9,7159.04,314.118,47.31
16584.9,7157.99,314.142,47.32
16587.9,7156.95,314.166,47.33
16590.8,7155.91,314.19,47.34
16593.8,7154.86,314.214,47.35
16596.8,7153.82,314.238,47.36
16599.7,7152.77,314.262,47.37
16602.7,7151.72,314.286,47.38
16605.7,7150.67,314.31,47.39
16608.6,7149.62,314.335,47.4
16611.6,7148.57,314.359,47.41
16614.5,7147.52,314.383,47.42
16617.5,7146.47,314.407,47.43
16620.5,7145.42,314.431,47.44
16623.4,7144.36,314.455,47.45
16626.4,7143.31,314.479,47.46
16629.4,7142.25,314.504,47.47
16632.3,7141.19,314.528,47.48
16635.3,7140.14,314.552,47.49
16638.3,7139.08,314.576,47.5
16641.2,7138.02,314.6,47.51
16644.2,7136.96,314.625,47.52
16647.1,7135.89,314.649,47.53
16650.1,7134.83,314.673,47.54
16653.1,7133.77,314.698,47.55
16656,7132.7,314.722,47.56
16659,7131.64,314.746,47.57
16662,7130.57,314.771,47.58
16664.9,7129.5,314.795,47.59
16667.9,7128.43,314.82,47.6
16670.8,7127.36,314.844,47.61
16673.8,7126.29,314.869,47.62
16676.8,7125.22,314.893,47.63
16679.7,7124.15,314.918,47.64
16682.7,7123.08,314.942,47.65
16685.7,7122,314.967,47.66
16688.6,7120.93,314.991,47.67
16691.6,7119.85,315.016,47.68
16694.5,7118.77,315.041,47.69
16697.5,7117.69,315.065,47.7
16700.5,7116.62,315.09,47.71
16703.4,7115.54,315.115,47.72
16706.4,7114.45,315.139,47.73
16709.4,7113.37,315.164,47.74
16712.3,7112.29,315.189,47.75
16715.3,7111.21,315.213,47.76
16718.2,7110.12,315.238,47.77
16721.2,7109.03,315.263,47.78
16724.2,7107.95,315.288,47.79
16727.1,7106.86,315.313,47.8
16730.1,7105.77,315.337,47.81
16733,7104.68,315.362,47.82
16736,7103.59,315.387,47.83
16739,7102.5,315.412,47.84
16741.9,7101.41,315.437,47.85
16744.9,7100.31,315.462,47.86
16747.8,7099.22,315.487,47.87
16750.8,7098.12,315.512,47.88
16753.8,7097.03,315.537,47.89
16756.7,7095.93,315.562,47.9
16759.7,7094.83,315.586,47.91
16762.6,7093.73,315.611,47.92
16765.6,7092.63,315.636,47.93
16768.6,7091.53,315.661,47.94
16771.5,7090.43,315.686,47.95
16774.5,7089.33,315.711,47.96
16777.4,7088.22,315.737,47.97
16780.4,7087.12,315.762,47.98
16783.4,7086.01,315.787,47.99
16786.3,7084.91,315.812,48
16789.3,7083.8,315.837,48.01
16792.2,7082.69,315.862,48.02
16795.2,7081.58,315.887,48.03
16798.2,7080.47,315.912,48.04
16801.1,7079.36,315.938,48.05
16804.1,7078.25,315.963,48.06
16807,7077.13,315.988,48.07
16810,7076.02,316.013,48.08
16812.9,7074.9,316.039,48.09
16815.9,7073.79,316.064,48.1
16818.9,7072.67,316.089,48.11
16821.8,7071.55,316.115,48.12
16824.8,7070.43,316.14,48.13
16827.7,7069.31,316.165,48.14
16830.7,7068.19,316.191,48.15
16833.7,7067.07,316.216,48.16
16836.6,7065.95,316.242,48.17
16839.6,7064.82,316.267,48.18
16842.5,7063.7,316.293,48.19
16845.5,7062.57,316.318,48.2
16848.4,7061.45,316.343,48.21
16851.4,7060.32,316.369,48.22
16854.4,7059.19,316.395,48.23
16857.3,7058.06,316.42,48.24
16860.3,7056.93,316.446,48.25
16863.2,7055.8,316.471,48.26
16866.2,7054.67,316.497,48.27
16869.1,7053.54,316.522,48.28
16872.1,7052.4,316.548,48.29
16875.1,7051.27,316.574,48.3
16878,7050.13,316.599,48.31
16881,7048.99,316.625,48.32
16883.9,7047.85,316.651,48.33
16886.9,7046.72,316.676,48.34
16889.8,7045.58,316.702,48.35
16892.8,7044.43,316.728,48.36
16895.7,7043.29,316.754,48.37
16898.7,7042.15,316.779,48.38
16901.7,7041.01,316.805,48.39
16904.6,7039.86,316.831,48.4
16907.6,7038.72,316.857,48.41
16910.5,7037.57,316.882,48.42
16913.5,7036.42,316.908,48.43
16916.4,7035.27,316.934,48.44
16919.4,7034.12,316.96,48.45
16922.3,7032.97,316.986,48.46
16925.3,7031.82,317.012,48.47
16928.3,7030.67,317.037,48.48
16931.2,7029.52,317.063,48.49
16934.2,7028.36,317.089,48.5
16937.1,7027.21,317.115,48.51
16940.1,7026.05,317.141,48.52
16943,7024.9,317.167,48.53
16946,7023.74,317.193,48.54
16948.9,7022.58,317.219,48.55
16951.9,7021.42,317.245,48.56
16954.8,7020.26,317.271,48.57
16957.8,7019.1,317.297,48.58
16960.8,7017.93,317.324,48.59
16963.7,7016.77,317.35,48.6
16966.7,7015.61,317.376,48.61
16969.6,7014.44,317.402,48.62
16972.6,7013.27,317.428,48.63
16975.5,7012.11,317.454,48.64
16978.5,7010.94,317.481,48.65
16981.4,7009.77,317.507,48.66
16984.4,7008.6,317.533,48.67
16987.3,7007.43,317.559,48.68
16990.3,7006.26,317.586,48.69
16993.2,7005.08,317.612,48.7
16996.2,7003.91,317.638,48.71
16999.1,7002.73,317.664,48.72
17002.1,7001.56,317.691,48.73
17005.1,7000.38,317.717,48.74
17008,6999.2,317.744,48.75
17011,6998.03,317.77,48.76
17013.9,6996.85,317.796,48.77
17016.9,6995.66,317.823,48.78
17019.8,6994.48,317.849,48.79
17022.8,6993.3,317.875,48.8
17025.7,6992.12,317.902,48.81
17028.7,6990.93,317.928,48.82
17031.6,6989.75,317.955,48.83
17034.6,6988.56,317.981,48.84
17037.5,6987.37,318.007,48.85
17040.5,6986.19,318.034,48.86
17043.4,6985,318.06,48.87
17046.4,6983.81,318.087,48.88
17049.3,6982.62,318.113,48.89
17052.3,6981.42,318.14,48.9
17055.2,6980.23,318.167,48.91
17058.2,6979.04,318.193,48.92
17061.1,6977.84,318.22,48.93
17064.1,6976.65,318.246,48.94
17067,6975.45,318.273,48.95
17070,6974.25,318.3,48.96
17072.9,6973.05,318.326,48.97
17075.9,6971.85,318.353,48.98
17078.8,6970.65,318.38,48.99
17081.8,6969.45,318.407,49
17084.7,6968.25,318.433,49.01
17087.7,6967.05,318.46,49.02
17090.6,6965.84,318.487,49.03
17093.6,6964.64,318.514,49.04
17096.5,6963.43,318.54,49.05
17099.5,6962.23,318.567,49.06
17102.4,6961.02,318.594,49.07
17105.4,6959.81,318.621,49.08
17108.3,6958.6,318.648,49.09
17111.3,6957.39,318.675,49.1
17114.2,6956.18,318.702,49.11
17117.2,6954.96,318.729,49.12
17120.1,6953.75,318.755,49.13
17123.1,6952.53,318.782,49.14
17126,6951.32,318.809,49.15
17129,6950.1,318.836,49.16
17131.9,6948.89,318.863,49.17
17134.9,6947.67,318.89,49.18
17137.8,6946.45,318.917,49.19
17140.8,6945.23,318.944,49.2
17143.7,6944.01,318.971,49.21
17146.7,6942.78,318.998,49.22
17149.6,6941.56,319.025,49.23
17152.6,6940.34,319.052,49.24
17155.5,6939.11,319.079,49.25
17158.5,6937.89,319.106,49.26
17161.4,6936.66,319.134,49.27
17164.4,6935.43,319.161,49.28
17167.3,6934.2,319.188,49.29
17170.2,6932.97,319.215,49.3
17173.2,6931.74,319.242,49.31
17176.1,6930.51,319.269,49.32
17179.1,6929.28,319.296,49.33
17182,6928.05,319.324,49.34
17185,6926.81,319.351,49.35
17187.9,6925.58,319.378,49.36
17190.9,6924.34,319.405,49.37
17193.8,6923.1,319.433,49.38
17196.8,6921.86,319.46,49.39
17199.7,6920.63,319.487,49.4
17202.7,6919.39,319.515,49.41
17205.6,6918.14,319.542,49.42
17208.6,6916.9,319.569,49.43
17211.5,6915.66,319.597,49.44
17214.4,6914.42,319.624,49.45
17217.4,6913.17,319.651,49.46
17220.3,6911.93,319.679,49.47
17223.3,6910.68,319.706,49.48
17226.2,6909.43,319.734,49.49
17229.2,6908.18,319.761,49.5
17232.1,6906.93,319.789,49.51
17235.1,6905.68,319.816,49.52
17238,6904.43,319.844,49.53
17241,6903.18,319.871,49.54
17243.9,6901.93,319.899,49.55
17246.8,6900.67,319.926,49.56
17249.8,6899.42,319.954,49.57
17252.7,6898.16,319.981,49.58
17255.7,6896.91,320.009,49.59
17258.6,6895.65,320.037,49.6
17261.6,6894.39,320.064,49.61
17264.5,6893.13,320.092,49.62
17267.5,6891.87,320.119,49.63
17270.4,6890.61,320.147,49.64
17273.3,6889.34,320.174,49.65
17276.3,6888.08,320.202,49.66
17279.2,6886.82,320.23,49.67
17282.2,6885.55,320.257,49.68
17285.1,6884.28,320.285,49.69
17288.1,6883.02,320.313,49.7
17291,6881.75,320.341,49.71
17294,6880.48,320.368,49.72
17296.9,6879.21,320.396,49.73
17299.8,6877.94,320.424,49.74
17302.8,6876.67,320.452,49.75
17305.7,6875.39,320.479,49.76
17308.7,6874.12,320.507,49.77
17311.6,6872.85,320.535,49.78
17314.6,6871.57,320.563,49.79
17317.5,6870.29,320.591,49.8
17320.4,6869.02,320.619,49.81
17323.4,6867.74,320.647,49.82
17326.3,6866.46,320.674,49.83
17329.3,6865.18,320.702,49.84
17332.2,6863.9,320.73,49.85
17335.1,6862.61,320.758,49.86
17338.1,6861.33,320.786,49.87
17341,6860.05,320.814,49.88
17344,6858.76,320.842,49.89
